SiteID,site,veg_type,direction,gcc_value,transition_10,transition_25,transition_50
US-xJE,NEON.D03.JERC.DP1.00033,EN,rising,gcc_90,3/28/18,4/5/18,5/28/18
US-xJE,NEON.D03.JERC.DP1.00033,EN,falling,gcc_90,11/14/17,11/5/17,10/22/17
US-xJE,NEON.D03.JERC.DP1.00033,EN,rising,gcc_90,5/7/19,6/3/19,6/19/19
US-xJE,NEON.D03.JERC.DP1.00033,EN,rising,gcc_90,5/22/20,5/29/20,6/19/20
US-xJE,NEON.D03.JERC.DP1.00033,EN,rising,gcc_90,6/3/21,6/11/21,6/26/21
US-xJE,NEON.D03.JERC.DP1.00033,EN,rising,gcc_90,3/24/23,6/2/23,6/18/23
US-xJE,NEON.D03.JERC.DP1.00033,EN,falling,gcc_90,10/25/23,10/12/23,9/30/23
US-xJE,NEON.D03.JERC.DP1.00033,EN,falling,gcc_90,10/8/22,9/25/22,9/7/22
US-xJE,NEON.D03.JERC.DP1.00033,EN,falling,gcc_90,10/16/20,10/12/20,10/5/20
US-xJE,NEON.D03.JERC.DP1.00033,EN,falling,gcc_90,9/26/19,9/22/19,9/15/19
US-xJE,NEON.D03.JERC.DP1.00042,UN,rising,gcc_90,3/22/17,3/29/17,4/9/17
US-xJE,NEON.D03.JERC.DP1.00042,UN,rising,gcc_90,3/21/18,3/28/18,4/10/18
US-xJE,NEON.D03.JERC.DP1.00042,UN,rising,gcc_90,3/22/19,3/26/19,4/5/19
US-xJE,NEON.D03.JERC.DP1.00042,UN,rising,gcc_90,3/9/20,3/16/20,3/25/20
US-xJE,NEON.D03.JERC.DP1.00042,UN,rising,gcc_90,3/11/21,3/18/21,3/27/21
US-xJE,NEON.D03.JERC.DP1.00042,UN,rising,gcc_90,3/15/22,3/25/22,4/3/22
US-xJE,NEON.D03.JERC.DP1.00042,UN,rising,gcc_90,3/5/23,3/17/23,3/28/23
US-xJE,NEON.D03.JERC.DP1.00042,UN,falling,gcc_90,10/28/23,10/15/23,9/28/23
US-xJE,NEON.D03.JERC.DP1.00042,UN,falling,gcc_90,11/13/22,10/8/22,9/26/22
US-xJE,NEON.D03.JERC.DP1.00042,UN,falling,gcc_90,11/18/21,11/7/21,10/17/21
US-xJE,NEON.D03.JERC.DP1.00042,UN,falling,gcc_90,12/9/20,11/18/20,10/15/20
US-xJE,NEON.D03.JERC.DP1.00042,UN,falling,gcc_90,10/3/19,9/26/19,9/16/19
US-xJE,NEON.D03.JERC.DP1.00042,UN,falling,gcc_90,11/16/18,10/26/18,10/10/18
US-xJE,NEON.D03.JERC.DP1.00042,UN,falling,gcc_90,11/29/17,11/16/17,10/26/17
US-xSB,NEON.D03.OSBS.DP1.00033,EN,rising,gcc_90,5/20/17,5/28/17,6/13/17
US-xSB,NEON.D03.OSBS.DP1.00033,EN,rising,gcc_90,5/2/18,5/14/18,6/15/18
US-xSB,NEON.D03.OSBS.DP1.00033,EN,rising,gcc_90,4/26/19,5/6/19,6/11/19
US-xSB,NEON.D03.OSBS.DP1.00033,EN,rising,gcc_90,5/30/21,6/7/21,6/20/21
US-xSB,NEON.D03.OSBS.DP1.00033,EN,rising,gcc_90,5/11/22,5/24/22,6/12/22
US-xSB,NEON.D03.OSBS.DP1.00033,EN,rising,gcc_90,4/30/23,6/5/23,6/23/23
US-xSB,NEON.D03.OSBS.DP1.00033,EN,falling,gcc_90,11/7/23,11/2/23,10/21/23
US-xSB,NEON.D03.OSBS.DP1.00033,EN,falling,gcc_90,10/22/22,10/19/22,10/12/22
US-xSB,NEON.D03.OSBS.DP1.00033,EN,falling,gcc_90,11/14/21,10/31/21,10/17/21
US-xSB,NEON.D03.OSBS.DP1.00033,EN,falling,gcc_90,12/8/20,11/30/20,11/1/20
US-xSB,NEON.D03.OSBS.DP1.00033,EN,falling,gcc_90,11/23/18,11/13/18,10/27/18
US-xSB,NEON.D03.OSBS.DP1.00033,EN,falling,gcc_90,11/5/17,10/28/17,10/11/17
US-xSB,NEON.D03.OSBS.DP1.00033,EN,rising,gcc_90,3/19/17,3/24/17,4/4/17
US-xSB,NEON.D03.OSBS.DP1.00033,EN,rising,gcc_90,3/17/18,3/23/18,4/15/18
US-xSB,NEON.D03.OSBS.DP1.00033,EN,rising,gcc_90,4/24/19,5/2/19,5/17/19
US-xSB,NEON.D03.OSBS.DP1.00033,EN,rising,gcc_90,6/3/21,6/12/21,7/4/21
US-xSB,NEON.D03.OSBS.DP1.00033,EN,rising,gcc_90,3/1/22,3/13/22,3/25/22
US-xSB,NEON.D03.OSBS.DP1.00033,EN,rising,gcc_90,5/28/23,6/9/23,6/27/23
US-xSB,NEON.D03.OSBS.DP1.00033,EN,falling,gcc_90,11/7/23,11/2/23,10/23/23
US-xSB,NEON.D03.OSBS.DP1.00033,EN,falling,gcc_90,10/24/22,10/20/22,10/13/22
US-xSB,NEON.D03.OSBS.DP1.00033,EN,falling,gcc_90,11/19/21,11/7/21,10/19/21
US-xSB,NEON.D03.OSBS.DP1.00033,EN,falling,gcc_90,12/6/20,11/28/20,10/29/20
US-xSB,NEON.D03.OSBS.DP1.00033,EN,falling,gcc_90,11/27/18,11/16/18,10/30/18
US-xSB,NEON.D03.OSBS.DP1.00033,EN,falling,gcc_90,11/17/17,11/11/17,10/26/17
US-xSB,NEON.D03.OSBS.DP1.00033,EN,rising,gcc_90,2/22/17,3/7/17,3/23/17
US-xSB,NEON.D03.OSBS.DP1.00033,EN,rising,gcc_90,3/7/18,3/21/18,4/12/18
US-xSB,NEON.D03.OSBS.DP1.00033,EN,rising,gcc_90,2/22/23,3/6/23,6/18/23
US-xSB,NEON.D03.OSBS.DP1.00033,EN,falling,gcc_90,10/25/22,10/19/22,10/8/22
US-xSB,NEON.D03.OSBS.DP1.00042,GR,rising,gcc_90,4/4/17,5/8/17,6/1/17
US-xSB,NEON.D03.OSBS.DP1.00042,GR,rising,gcc_90,3/26/18,3/31/18,4/9/18
US-xSB,NEON.D03.OSBS.DP1.00042,GR,rising,gcc_90,4/13/19,4/21/19,4/30/19
US-xSB,NEON.D03.OSBS.DP1.00042,GR,rising,gcc_90,3/15/20,3/27/20,4/8/20
US-xSB,NEON.D03.OSBS.DP1.00042,GR,rising,gcc_90,3/23/21,5/3/21,5/21/21
US-xSB,NEON.D03.OSBS.DP1.00042,GR,rising,gcc_90,3/26/22,4/4/22,4/18/22
US-xSB,NEON.D03.OSBS.DP1.00042,GR,rising,gcc_90,3/18/23,3/26/23,4/7/23
US-xSB,NEON.D03.OSBS.DP1.00042,GR,falling,gcc_90,12/11/22,11/22/22,10/15/22
US-xSB,NEON.D03.OSBS.DP1.00042,GR,falling,gcc_90,11/22/21,11/8/21,10/14/21
US-xSB,NEON.D03.OSBS.DP1.00042,GR,falling,gcc_90,12/14/20,12/6/20,11/16/20
US-xSB,NEON.D03.OSBS.DP1.00042,GR,falling,gcc_90,11/22/19,11/13/19,10/8/19
US-xSB,NEON.D03.OSBS.DP1.00042,GR,falling,gcc_90,12/9/18,11/27/18,11/12/18
US-xSB,NEON.D03.OSBS.DP1.00042,GR,falling,gcc_90,12/17/17,12/7/17,11/3/17
PR-xGU,NEON.D04.GUAN.DP1.00033,EB,rising,gcc_90,8/20/17,8/24/17,8/30/17
PR-xGU,NEON.D04.GUAN.DP1.00033,EB,rising,gcc_90,8/30/19,9/3/19,9/10/19
PR-xGU,NEON.D04.GUAN.DP1.00033,EB,rising,gcc_90,7/19/20,7/23/20,7/29/20
PR-xGU,NEON.D04.GUAN.DP1.00033,EB,rising,gcc_90,7/2/21,7/6/21,7/13/21
PR-xGU,NEON.D04.GUAN.DP1.00033,EB,rising,gcc_90,4/26/22,4/30/22,5/6/22
PR-xGU,NEON.D04.GUAN.DP1.00033,EB,falling,gcc_90,12/7/23,11/30/23,11/14/23
PR-xGU,NEON.D04.GUAN.DP1.00033,EB,falling,gcc_90,3/23/22,3/16/22,3/7/22
PR-xGU,NEON.D04.GUAN.DP1.00033,EB,falling,gcc_90,5/13/21,4/28/21,3/2/21
PR-xGU,NEON.D04.GUAN.DP1.00033,EB,falling,gcc_90,5/14/20,4/28/20,3/30/20
PR-xGU,NEON.D04.GUAN.DP1.00033,EB,falling,gcc_90,7/10/19,6/23/19,6/11/19
PR-xGU,NEON.D04.GUAN.DP1.00033,EB,falling,gcc_90,6/23/17,6/15/17,6/2/17
PR-xGU,NEON.D04.GUAN.DP1.00042,UN,rising,gcc_90,8/25/17,8/27/17,8/30/17
PR-xGU,NEON.D04.GUAN.DP1.00042,UN,rising,gcc_90,8/30/19,9/3/19,9/10/19
PR-xGU,NEON.D04.GUAN.DP1.00042,UN,rising,gcc_90,7/10/20,7/15/20,7/19/20
PR-xGU,NEON.D04.GUAN.DP1.00042,UN,rising,gcc_90,7/15/21,8/1/21,8/19/21
PR-xGU,NEON.D04.GUAN.DP1.00042,UN,falling,gcc_90,4/7/21,3/17/21,2/26/21
PR-xGU,NEON.D04.GUAN.DP1.00042,UN,falling,gcc_90,5/11/20,4/28/20,4/12/20
PR-xGU,NEON.D04.GUAN.DP1.00042,UN,falling,gcc_90,3/12/19,3/4/19,2/16/19
PR-xLA,NEON.D04.LAJA.DP1.00033,AG,rising,gcc_90,4/13/17,4/14/17,4/18/17
PR-xLA,NEON.D04.LAJA.DP1.00033,AG,rising,gcc_90,8/16/17,8/17/17,8/22/17
PR-xLA,NEON.D04.LAJA.DP1.00033,AG,rising,gcc_90,6/25/18,6/26/18,7/12/18
PR-xLA,NEON.D04.LAJA.DP1.00033,AG,rising,gcc_90,5/23/19,5/25/19,5/28/19
PR-xLA,NEON.D04.LAJA.DP1.00033,AG,rising,gcc_90,7/6/20,7/9/20,7/13/20
PR-xLA,NEON.D04.LAJA.DP1.00033,AG,rising,gcc_90,4/24/21,4/27/21,4/30/21
PR-xLA,NEON.D04.LAJA.DP1.00033,AG,rising,gcc_90,8/31/22,9/2/22,9/6/22
PR-xLA,NEON.D04.LAJA.DP1.00033,AG,rising,gcc_90,4/4/23,4/9/23,4/16/23
PR-xLA,NEON.D04.LAJA.DP1.00033,AG,falling,gcc_90,11/10/23,11/4/23,10/11/23
PR-xLA,NEON.D04.LAJA.DP1.00033,AG,falling,gcc_90,11/20/22,11/19/22,11/15/22
PR-xLA,NEON.D04.LAJA.DP1.00033,AG,falling,gcc_90,5/11/22,5/9/22,5/6/22
PR-xLA,NEON.D04.LAJA.DP1.00033,AG,falling,gcc_90,1/11/21,1/6/21,12/28/20
PR-xLA,NEON.D04.LAJA.DP1.00033,AG,falling,gcc_90,5/9/20,5/2/20,4/19/20
PR-xLA,NEON.D04.LAJA.DP1.00033,AG,falling,gcc_90,3/24/19,3/19/19,3/2/19
PR-xLA,NEON.D04.LAJA.DP1.00033,AG,falling,gcc_90,5/12/18,5/10/18,5/5/18
PR-xLA,NEON.D04.LAJA.DP1.00033,AG,falling,gcc_90,6/26/17,6/21/17,6/14/17
PR-xLA,NEON.D04.LAJA.DP1.00042,GR,rising,gcc_90,4/14/17,4/16/17,4/23/17
PR-xLA,NEON.D04.LAJA.DP1.00042,GR,rising,gcc_90,8/15/18,8/19/18,8/26/18
PR-xLA,NEON.D04.LAJA.DP1.00042,GR,rising,gcc_90,1/6/19,1/11/19,1/16/19
PR-xLA,NEON.D04.LAJA.DP1.00042,GR,rising,gcc_90,6/10/19,6/13/19,6/17/19
PR-xLA,NEON.D04.LAJA.DP1.00042,GR,rising,gcc_90,7/12/20,7/15/20,7/23/20
PR-xLA,NEON.D04.LAJA.DP1.00042,GR,rising,gcc_90,2/23/22,3/7/22,3/15/22
PR-xLA,NEON.D04.LAJA.DP1.00042,GR,rising,gcc_90,3/31/23,4/4/23,4/14/23
PR-xLA,NEON.D04.LAJA.DP1.00042,GR,falling,gcc_90,10/9/23,10/7/23,10/3/23
PR-xLA,NEON.D04.LAJA.DP1.00042,GR,falling,gcc_90,11/17/22,11/14/22,11/7/22
PR-xLA,NEON.D04.LAJA.DP1.00042,GR,falling,gcc_90,11/23/21,11/21/21,11/16/21
PR-xLA,NEON.D04.LAJA.DP1.00042,GR,falling,gcc_90,4/23/20,4/22/20,4/19/20
PR-xLA,NEON.D04.LAJA.DP1.00042,GR,falling,gcc_90,3/16/19,3/4/19,2/24/19
PR-xLA,NEON.D04.LAJA.DP1.00042,GR,falling,gcc_90,12/10/18,12/8/18,12/4/18
PR-xLA,NEON.D04.LAJA.DP1.00042,GR,falling,gcc_90,6/9/18,6/7/18,6/2/18
US-xST,NEON.D05.STEI.DP1.00033,DB,rising,gcc_90,5/6/18,5/10/18,5/14/18
US-xST,NEON.D05.STEI.DP1.00033,DB,rising,gcc_90,5/12/19,5/14/19,5/19/19
US-xST,NEON.D05.STEI.DP1.00033,DB,rising,gcc_90,5/12/20,5/14/20,5/18/20
US-xST,NEON.D05.STEI.DP1.00033,DB,rising,gcc_90,5/3/21,5/10/21,5/15/21
US-xST,NEON.D05.STEI.DP1.00033,DB,rising,gcc_90,5/9/22,5/10/22,5/14/22
US-xST,NEON.D05.STEI.DP1.00033,DB,rising,gcc_90,5/3/23,5/6/23,5/9/23
US-xST,NEON.D05.STEI.DP1.00033,DB,falling,gcc_90,10/21/23,10/16/23,9/17/23
US-xST,NEON.D05.STEI.DP1.00033,DB,falling,gcc_90,10/2/22,9/29/22,9/21/22
US-xST,NEON.D05.STEI.DP1.00033,DB,falling,gcc_90,9/23/21,9/19/21,9/11/21
US-xST,NEON.D05.STEI.DP1.00033,DB,falling,gcc_90,9/27/20,9/23/20,9/18/20
US-xST,NEON.D05.STEI.DP1.00033,DB,falling,gcc_90,10/2/19,9/24/19,9/14/19
US-xST,NEON.D05.STEI.DP1.00033,DB,falling,gcc_90,10/4/18,9/30/18,9/21/18
US-xST,NEON.D05.STEI.DP1.00033,EN,rising,gcc_90,4/20/18,4/24/18,4/29/18
US-xST,NEON.D05.STEI.DP1.00033,EN,rising,gcc_90,3/28/19,4/4/19,4/16/19
US-xST,NEON.D05.STEI.DP1.00033,EN,rising,gcc_90,3/22/20,4/23/20,5/13/20
US-xST,NEON.D05.STEI.DP1.00033,EN,rising,gcc_90,4/1/21,5/6/21,5/13/21
US-xST,NEON.D05.STEI.DP1.00033,EN,rising,gcc_90,4/1/22,4/21/22,5/8/22
US-xST,NEON.D05.STEI.DP1.00033,EN,rising,gcc_90,4/1/23,4/26/23,5/4/23
US-xST,NEON.D05.STEI.DP1.00033,EN,falling,gcc_90,11/9/23,10/24/23,10/14/23
US-xST,NEON.D05.STEI.DP1.00033,EN,falling,gcc_90,10/8/22,10/4/22,8/24/22
US-xST,NEON.D05.STEI.DP1.00033,EN,falling,gcc_90,11/14/21,10/29/21,9/27/21
US-xST,NEON.D05.STEI.DP1.00033,EN,falling,gcc_90,11/23/20,10/10/20,9/19/20
US-xST,NEON.D05.STEI.DP1.00033,EN,falling,gcc_90,11/19/19,10/29/19,10/6/19
US-xST,NEON.D05.STEI.DP1.00033,EN,falling,gcc_90,11/12/18,11/1/18,10/13/18
US-xST,NEON.D05.STEI.DP1.00033,EN,falling,gcc_90,12/8/17,12/4/17,11/26/17
US-xST,NEON.D05.STEI.DP1.00042,UN,rising,gcc_90,5/15/18,5/18/18,5/23/18
US-xST,NEON.D05.STEI.DP1.00042,UN,rising,gcc_90,5/24/19,5/28/19,6/1/19
US-xST,NEON.D05.STEI.DP1.00042,UN,rising,gcc_90,5/19/20,5/22/20,5/27/20
US-xST,NEON.D05.STEI.DP1.00042,UN,rising,gcc_90,5/13/21,5/17/21,5/21/21
US-xST,NEON.D05.STEI.DP1.00042,UN,rising,gcc_90,5/13/22,5/19/22,5/26/22
US-xST,NEON.D05.STEI.DP1.00042,UN,rising,gcc_90,5/13/23,5/17/23,5/22/23
US-xST,NEON.D05.STEI.DP1.00042,UN,falling,gcc_90,10/5/23,10/2/23,9/28/23
US-xST,NEON.D05.STEI.DP1.00042,UN,falling,gcc_90,10/6/22,10/4/22,9/29/22
US-xST,NEON.D05.STEI.DP1.00042,UN,falling,gcc_90,9/29/21,9/25/21,9/18/21
US-xST,NEON.D05.STEI.DP1.00042,UN,falling,gcc_90,9/25/20,9/23/20,9/18/20
US-xST,NEON.D05.STEI.DP1.00042,UN,falling,gcc_90,10/1/19,9/26/19,9/19/19
US-xST,NEON.D05.STEI.DP1.00042,UN,falling,gcc_90,9/30/18,9/25/18,9/16/18
US-xTR,NEON.D05.TREE.DP1.00033,DB,rising,gcc_90,5/9/17,5/12/17,5/16/17
US-xTR,NEON.D05.TREE.DP1.00033,DB,rising,gcc_90,5/8/18,5/11/18,5/16/18
US-xTR,NEON.D05.TREE.DP1.00033,DB,rising,gcc_90,5/13/19,5/17/19,5/25/19
US-xTR,NEON.D05.TREE.DP1.00033,DB,rising,gcc_90,5/16/20,5/18/20,5/22/20
US-xTR,NEON.D05.TREE.DP1.00033,DB,rising,gcc_90,5/11/21,5/13/21,5/17/21
US-xTR,NEON.D05.TREE.DP1.00033,DB,rising,gcc_90,5/10/22,5/13/22,5/18/22
US-xTR,NEON.D05.TREE.DP1.00033,DB,rising,gcc_90,5/6/23,5/10/23,5/15/23
US-xTR,NEON.D05.TREE.DP1.00033,DB,falling,gcc_90,9/22/23,9/19/23,9/13/23
US-xTR,NEON.D05.TREE.DP1.00033,DB,falling,gcc_90,10/1/22,9/28/22,9/23/22
US-xTR,NEON.D05.TREE.DP1.00033,DB,falling,gcc_90,9/25/21,9/22/21,9/16/21
US-xTR,NEON.D05.TREE.DP1.00033,DB,falling,gcc_90,9/24/20,9/22/20,9/17/20
US-xTR,NEON.D05.TREE.DP1.00033,DB,falling,gcc_90,10/1/19,9/28/19,9/16/19
US-xTR,NEON.D05.TREE.DP1.00033,DB,falling,gcc_90,10/2/18,9/30/18,9/24/18
US-xTR,NEON.D05.TREE.DP1.00033,DB,falling,gcc_90,9/13/17,9/10/17,9/6/17
US-xTR,NEON.D05.TREE.DP1.00042,UN,rising,gcc_90,5/11/17,5/16/17,5/25/17
US-xTR,NEON.D05.TREE.DP1.00042,UN,rising,gcc_90,5/14/18,5/16/18,5/21/18
US-xTR,NEON.D05.TREE.DP1.00042,UN,rising,gcc_90,5/23/19,5/26/19,5/31/19
US-xTR,NEON.D05.TREE.DP1.00042,UN,rising,gcc_90,5/19/20,5/21/20,5/25/20
US-xTR,NEON.D05.TREE.DP1.00042,UN,rising,gcc_90,5/15/21,5/18/21,5/22/21
US-xTR,NEON.D05.TREE.DP1.00042,UN,rising,gcc_90,5/14/22,5/17/22,5/23/22
US-xTR,NEON.D05.TREE.DP1.00042,UN,rising,gcc_90,5/13/23,5/16/23,5/21/23
US-xTR,NEON.D05.TREE.DP1.00042,UN,falling,gcc_90,10/4/23,9/30/23,9/24/23
US-xTR,NEON.D05.TREE.DP1.00042,UN,falling,gcc_90,10/9/22,10/6/22,10/2/22
US-xTR,NEON.D05.TREE.DP1.00042,UN,falling,gcc_90,10/7/21,10/4/21,9/27/21
US-xTR,NEON.D05.TREE.DP1.00042,UN,falling,gcc_90,10/2/20,9/27/20,9/23/20
US-xTR,NEON.D05.TREE.DP1.00042,UN,falling,gcc_90,10/8/19,10/4/19,9/21/19
US-xTR,NEON.D05.TREE.DP1.00042,UN,falling,gcc_90,10/9/18,10/4/18,9/24/18
US-xTR,NEON.D05.TREE.DP1.00042,UN,falling,gcc_90,10/1/17,9/26/17,9/18/17
US-xUN,NEON.D05.UNDE.DP1.00033,DB,rising,gcc_90,5/11/17,5/14/17,5/25/17
US-xUN,NEON.D05.UNDE.DP1.00033,DB,rising,gcc_90,5/10/18,5/13/18,5/17/18
US-xUN,NEON.D05.UNDE.DP1.00033,DB,rising,gcc_90,5/15/19,5/20/19,5/28/19
US-xUN,NEON.D05.UNDE.DP1.00033,DB,rising,gcc_90,5/17/20,5/19/20,5/22/20
US-xUN,NEON.D05.UNDE.DP1.00033,DB,rising,gcc_90,5/11/21,5/13/21,5/17/21
US-xUN,NEON.D05.UNDE.DP1.00033,DB,rising,gcc_90,5/9/22,5/14/22,5/23/22
US-xUN,NEON.D05.UNDE.DP1.00033,DB,rising,gcc_90,5/7/23,5/12/23,5/18/23
US-xUN,NEON.D05.UNDE.DP1.00033,DB,falling,gcc_90,9/25/23,9/21/23,9/16/23
US-xUN,NEON.D05.UNDE.DP1.00033,DB,falling,gcc_90,10/1/22,9/29/22,9/23/22
US-xUN,NEON.D05.UNDE.DP1.00033,DB,falling,gcc_90,9/25/21,9/21/21,9/14/21
US-xUN,NEON.D05.UNDE.DP1.00033,DB,falling,gcc_90,9/21/20,9/19/20,9/15/20
US-xUN,NEON.D05.UNDE.DP1.00033,DB,falling,gcc_90,9/28/19,9/23/19,9/15/19
US-xUN,NEON.D05.UNDE.DP1.00033,DB,falling,gcc_90,10/1/18,9/28/18,9/22/18
US-xUN,NEON.D05.UNDE.DP1.00033,DB,falling,gcc_90,10/6/17,10/2/17,9/12/17
US-xUN,NEON.D05.UNDE.DP1.00042,UN,rising,gcc_90,5/19/17,5/23/17,5/27/17
US-xUN,NEON.D05.UNDE.DP1.00042,UN,rising,gcc_90,5/14/18,5/16/18,5/20/18
US-xUN,NEON.D05.UNDE.DP1.00042,UN,rising,gcc_90,5/26/19,5/27/19,5/31/19
US-xUN,NEON.D05.UNDE.DP1.00042,UN,rising,gcc_90,5/19/20,5/22/20,5/25/20
US-xUN,NEON.D05.UNDE.DP1.00042,UN,rising,gcc_90,5/14/21,5/15/21,5/19/21
US-xUN,NEON.D05.UNDE.DP1.00042,UN,rising,gcc_90,5/14/22,5/18/22,5/23/22
US-xUN,NEON.D05.UNDE.DP1.00042,UN,rising,gcc_90,5/15/23,5/18/23,5/22/23
US-xUN,NEON.D05.UNDE.DP1.00042,UN,falling,gcc_90,10/20/23,10/14/23,9/30/23
US-xUN,NEON.D05.UNDE.DP1.00042,UN,falling,gcc_90,10/14/22,10/11/22,10/6/22
US-xUN,NEON.D05.UNDE.DP1.00042,UN,falling,gcc_90,10/9/21,10/5/21,9/29/21
US-xUN,NEON.D05.UNDE.DP1.00042,UN,falling,gcc_90,10/9/20,10/2/20,9/25/20
US-xUN,NEON.D05.UNDE.DP1.00042,UN,falling,gcc_90,10/12/19,10/8/19,10/3/19
US-xUN,NEON.D05.UNDE.DP1.00042,UN,falling,gcc_90,10/13/18,10/9/18,10/3/18
US-xUN,NEON.D05.UNDE.DP1.00042,UN,falling,gcc_90,10/10/17,10/7/17,9/27/17
US-xKA,NEON.D06.KONA.DP1.00033,AG,rising,gcc_90,2/12/17,2/17/17,2/28/17
US-xKA,NEON.D06.KONA.DP1.00033,AG,rising,gcc_90,5/9/18,5/14/18,5/20/18
US-xKA,NEON.D06.KONA.DP1.00033,AG,rising,gcc_90,6/22/19,7/5/19,7/17/19
US-xKA,NEON.D06.KONA.DP1.00033,AG,rising,gcc_90,3/6/20,3/15/20,3/25/20
US-xKA,NEON.D06.KONA.DP1.00033,AG,rising,gcc_90,3/6/21,3/11/21,3/20/21
US-xKA,NEON.D06.KONA.DP1.00033,AG,rising,gcc_90,5/26/22,6/4/22,6/12/22
US-xKA,NEON.D06.KONA.DP1.00033,AG,rising,gcc_90,6/13/23,6/21/23,7/1/23
US-xKA,NEON.D06.KONA.DP1.00033,AG,falling,gcc_90,9/20/23,9/16/23,9/8/23
US-xKA,NEON.D06.KONA.DP1.00033,AG,falling,gcc_90,9/2/22,8/29/22,8/22/22
US-xKA,NEON.D06.KONA.DP1.00033,AG,falling,gcc_90,6/13/21,6/10/21,6/5/21
US-xKA,NEON.D06.KONA.DP1.00033,AG,falling,gcc_90,6/16/20,6/13/20,6/8/20
US-xKA,NEON.D06.KONA.DP1.00033,AG,falling,gcc_90,10/10/19,10/8/19,10/3/19
US-xKA,NEON.D06.KONA.DP1.00033,AG,falling,gcc_90,8/30/18,8/27/18,8/20/18
US-xKA,NEON.D06.KONA.DP1.00033,AG,falling,gcc_90,6/8/17,6/5/17,5/30/17
US-xKA,NEON.D06.KONA.DP1.00042,AG,rising,gcc_90,2/16/17,2/25/17,3/20/17
US-xKA,NEON.D06.KONA.DP1.00042,AG,rising,gcc_90,5/9/18,5/14/18,5/22/18
US-xKA,NEON.D06.KONA.DP1.00042,AG,rising,gcc_90,5/27/19,6/1/19,6/8/19
US-xKA,NEON.D06.KONA.DP1.00042,AG,rising,gcc_90,3/5/20,3/14/20,3/25/20
US-xKA,NEON.D06.KONA.DP1.00042,AG,rising,gcc_90,3/6/21,3/11/21,3/20/21
US-xKA,NEON.D06.KONA.DP1.00042,AG,rising,gcc_90,6/1/22,6/6/22,6/14/22
US-xKA,NEON.D06.KONA.DP1.00042,AG,rising,gcc_90,6/14/23,6/21/23,7/3/23
US-xKA,NEON.D06.KONA.DP1.00042,AG,falling,gcc_90,9/19/23,9/16/23,9/9/23
US-xKA,NEON.D06.KONA.DP1.00042,AG,falling,gcc_90,9/8/22,9/4/22,8/30/22
US-xKA,NEON.D06.KONA.DP1.00042,AG,falling,gcc_90,9/21/21,9/18/21,9/13/21
US-xKA,NEON.D06.KONA.DP1.00042,AG,falling,gcc_90,6/18/20,6/15/20,6/9/20
US-xKA,NEON.D06.KONA.DP1.00042,AG,falling,gcc_90,10/10/19,10/8/19,10/3/19
US-xKA,NEON.D06.KONA.DP1.00042,AG,falling,gcc_90,9/10/18,9/1/18,8/26/18
US-xKA,NEON.D06.KONA.DP1.00042,AG,falling,gcc_90,8/22/17,8/19/17,8/15/17
US-xKZ,NEON.D06.KONZ.DP1.00033,GR,rising,gcc_90,4/11/17,4/23/17,5/7/17
US-xKZ,NEON.D06.KONZ.DP1.00033,GR,rising,gcc_90,4/16/18,4/22/18,4/30/18
US-xKZ,NEON.D06.KONZ.DP1.00033,GR,rising,gcc_90,4/15/19,4/22/19,5/1/19
US-xKZ,NEON.D06.KONZ.DP1.00033,GR,rising,gcc_90,4/16/20,4/27/20,5/9/20
US-xKZ,NEON.D06.KONZ.DP1.00033,GR,rising,gcc_90,4/5/21,5/1/21,5/13/21
US-xKZ,NEON.D06.KONZ.DP1.00033,GR,rising,gcc_90,4/18/22,4/26/22,5/5/22
US-xKZ,NEON.D06.KONZ.DP1.00033,GR,rising,gcc_90,4/10/23,5/2/23,5/12/23
US-xKZ,NEON.D06.KONZ.DP1.00033,GR,falling,gcc_90,9/29/23,8/31/23,8/20/23
US-xKZ,NEON.D06.KONZ.DP1.00033,GR,falling,gcc_90,9/27/22,9/18/22,8/30/22
US-xKZ,NEON.D06.KONZ.DP1.00033,GR,falling,gcc_90,10/8/21,9/27/21,9/11/21
US-xKZ,NEON.D06.KONZ.DP1.00033,GR,falling,gcc_90,9/26/20,9/19/20,8/30/20
US-xKZ,NEON.D06.KONZ.DP1.00033,GR,falling,gcc_90,10/3/19,9/17/19,8/30/19
US-xKZ,NEON.D06.KONZ.DP1.00033,GR,falling,gcc_90,10/24/18,10/19/18,10/8/18
US-xKZ,NEON.D06.KONZ.DP1.00033,GR,falling,gcc_90,9/18/17,9/9/17,8/30/17
US-xKZ,NEON.D06.KONZ.DP1.00042,GR,rising,gcc_90,4/11/17,4/23/17,5/5/17
US-xKZ,NEON.D06.KONZ.DP1.00042,GR,rising,gcc_90,4/22/18,4/27/18,5/4/18
US-xKZ,NEON.D06.KONZ.DP1.00042,GR,rising,gcc_90,4/17/19,4/25/19,5/4/19
US-xKZ,NEON.D06.KONZ.DP1.00042,GR,rising,gcc_90,4/17/20,4/24/20,5/1/20
US-xKZ,NEON.D06.KONZ.DP1.00042,GR,rising,gcc_90,4/18/21,5/6/21,5/16/21
US-xKZ,NEON.D06.KONZ.DP1.00042,GR,rising,gcc_90,4/21/22,4/30/22,5/7/22
US-xKZ,NEON.D06.KONZ.DP1.00042,GR,rising,gcc_90,3/31/23,5/4/23,5/13/23
